comparison	label	rank	gene	mean_in_log_norm	mean_out_log_norm	log_norm_difference	pct_in	pct_out	score
cluster	6	27	RRBP1	1.3827893445720254	0.14524001172598805	1.2375493328460374	0.514598540145985	0.07240227498420239	0.5472396929379736
cluster	6	28	DUSP22	1.5323386534265535	0.28855476228790355	1.24378389113865	0.5620437956204383	0.12286720231109724	0.5462407721233086
cluster	6	29	CXCL12	1.6792690164187076	0.4814413950631154	1.1978276213555923	0.5839416058394167	0.1712557551683632	0.4943265108764171
cluster	6	30	IGHM	1.411900164017902	0.2542702963449124	1.1576298676729897	0.5072992700729922	0.08648551051728932	0.4871465767894417
cluster	7	1	IGHG1	6.449243130688698	0.809714824381599	5.639528306307099	0.9999999999999807	0.21489051094889725	4.427647187053888
cluster	7	2	CXCL12	1.733653200736171	0.3822516009363261	1.3514015997998448	0.4665427509293629	0.15133819951338073	0.42596793504775077
cluster	7	3	IGHM	1.377678465352464	0.16749690402279788	1.2101815613296663	0.3810408921933057	0.06686131386861237	0.3802143326348736
cluster	7	4	CCND3	1.1295780907331803	0.16448907316504408	0.9650890175681361	0.33550185873605787	0.08301703163017017	0.24367033374248187
cluster	7	5	HBB	1.2932094989341927	0.4129592961924216	0.8802502027417711	0.3392193308550169	0.13060827250608362	0.18362992640582396
cluster	7	6	HBA2	2.668563041179256	1.7138491325287681	0.9547139086504877	0.612453531598504	0.42063260340634545	0.18313410811530023
cluster	7	7	TMSB4X	2.3436595259822512	1.4050574559135918	0.9386020700686595	0.5799256505576127	0.3917274939172891	0.17664317940571353
