gene	variance	detected_spots
PGP	0.24252478123599758	634
VPS35L	0.2424474774146882	598
CASP3	0.24244559547292985	644
PCMT1	0.24244382281605498	644
SPTLC2	0.24243862971282398	655
LRRC40	0.2424119052380458	641
AP2A1	0.24235049096486982	685
DDX6	0.24233629403177956	627
GPS1	0.24229498746126493	578
KDM4C	0.24223639369639607	699
SEMA4D	0.24222365848673183	639
PFKFB3	0.24204512225546268	679
POLR3E	0.24204187678834743	619
ARV1	0.24200943070375966	631
RBM47	0.24200287247817767	625
NBAS	0.24198761977439642	625
PNOC	0.24197252307853997	651
AMPD3	0.24196125250471565	630
MKNK2	0.24196064930494296	690
PSMF1	0.24193568280358893	663
ABHD17B	0.24189882604464366	557
APBB1IP	0.24178134408249594	632
ANAPC15	0.24173173767505862	708
C11orf68	0.2417044518303872	608
KLF9	0.24168812950522212	603
HEMGN	0.24165743236554957	613
TSC22D2	0.24165063654090893	678
DYNC1I2	0.24165014728341433	618
RTKN2	0.2416372442301668	550
TAB2	0.2416364094699217	550
LTV1	0.24159523066326752	617
STARD4	0.2415447388761188	574
MPLKIP	0.24152049603116962	577
RMND5A	0.2415124498470129	651
