gene	variance	detected_spots
PJA2	0.3678541310995645	886
LIMD2	0.3674648176447555	845
NTMT1	0.3671640640789397	885
MAPK10	0.3669143361096516	777
ITPR2	0.36681631094432365	903
COX6B1	0.3667499129117915	824
CYTH4	0.3664672879490058	927
CD37	0.3663147639944789	860
PPIAL4G	0.3662858019196331	822
LBR	0.366114977227947	871
TMUB2	0.366015363270429	1004
SUGP2	0.36600874976061154	972
MAN2A1	0.365983691592521	909
NFX1	0.3659739383842828	950
EGLN1	0.36587482454414705	830
PPP6C	0.3658733063786801	906
RAB27A	0.3658093941330567	839
ARIH2	0.3657716320424324	857
HIGD2A	0.365669201919035	945
GATD1	0.3656547181202942	921
UBC	0.3654159174718252	735
BMP2K	0.36537183615385976	675
OXR1	0.36530981194360335	908
TSPYL1	0.3653063371269174	885
TGFBR2	0.365226860021013	852
EXOC7	0.365148904172941	914
TCF25	0.36478871439415494	898
SLC39A3	0.36461227533009494	797
ZNF292	0.3645757514382583	925
SETX	0.364472781828664	881
NFIL3	0.3644054403516788	859
MIA2	0.36424916150109427	833
DNAJC8	0.3641834289038538	844
PURA	0.36417447057806446	819
HK3	0.36404177878659305	838
ZBTB7A	0.3638766865180669	972
TNFAIP3	0.3638080217615221	717
ATP5MG	0.36379192829620405	900
CLK2	0.363530525081436	906
CSNK1D	0.36323043001700767	886
EI24	0.3631702981533204	890
STRAP	0.36314904771997536	920
PLXND1	0.36305518684879945	859
PSMD13	0.36280366922735996	884
ZNF264	0.36277063166761137	916
PPBP	0.36250742414859705	502
NCAPD3	0.3624600458552384	957
CLEC11A	0.362025526648699	692
CDKN2AIPNL	0.3618960461201915	820
CYTH1	0.36179162496455103	926
MAF1	0.3617571867816021	823
FABP4	0.3617186955073724	752
APEX1	0.36156735153547903	872
USP12	0.361532067027451	888
MAX	0.3609014768495008	881
ATP11B	0.36061389952695166	925
KIAA2013	0.3605373568854887	867
PRPF38B	0.3602250469930827	894
PMPCB	0.3601143657131979	897
BCL2L13	0.35997349668743384	881
FRMD4A	0.35949119124437784	826
TRAF3IP3	0.3591320306788333	727
CD48	0.3589769140275326	748
TIMP2	0.35884462999391664	748
CGGBP1	0.3588394400989125	877
ABTB1	0.3588109610529882	855
GAK	0.35867148853408926	905
CCDC14	0.3586369153660451	870
HBP1	0.3582729302102306	821
TMEM109	0.3580285901471655	768
LDB1	0.3579001541288707	876
ACTR3	0.35765714019521194	852
CDC73	0.3574601643722501	849
EHD1	0.35728690788942824	860
TLE1	0.3567218018747445	904
BLOC1S1	0.35667802284250527	883
NUCB1	0.35647403339558703	874
NRXN1	0.35566974411095054	781
PPP1R15B	0.3554345263669446	871
ARPC2	0.3552958165052668	808
E2F6	0.3552902527201169	815
BUD23	0.35517988827263036	778
ARID5B	0.35509425252771765	910
UBL5	0.3549707221196011	806
MCF2L	0.3549105489809735	891
UHMK1	0.35453875140476576	866
CAPZA2	0.3544912515779344	806
S100A12	0.35430964740201004	727
NKTR	0.3541470780966118	873
NME2	0.353876476975925	821
NFKBIA	0.3532975128897237	816
EPS15	0.3532643348402882	862
ITCH	0.353149779780858	787
COX11	0.35275733934053766	859
RBM38	0.3526793349574319	868
SURF4	0.35264601148807917	856
PIM1	0.3526304388942902	847
RTCA	0.3525317039525618	887
ARIH1	0.35210194362360364	866
COX7C	0.35162024656005453	849
IL32	0.3514245279729752	813
SLC20A1	0.3513502219179294	915
RBM15	0.351101876786521	890
NUCB2	0.3510179854047456	784
TMEM59	0.3509011752900796	797
NCOA3	0.35055117077772785	876
KLHDC4	0.35051093369188174	872
MCM7	0.3504991815489273	897
ARF6	0.35033230324867537	837
CPSF7	0.3500005880510495	844
BCL2	0.3498707751486454	841
PTPN7	0.3498059113092465	828
STX16	0.3497354636053886	922
TRIM27	0.3496282857163089	922
YTHDC1	0.3496104511385081	913
CCM2	0.34959322803803106	827
INSIG1	0.34940733209501024	737
TAF10	0.3490506007436889	889
LYST	0.34899243829276505	842
TMEM263	0.3489688468483271	862
KLHL21	0.3489533246000285	856
PRRC2C	0.3489228538446515	845
ARID3B	0.3488062651745214	868
CLDND1	0.3484009760651998	743
ARPP19	0.34820908570135956	729
CIAO2A	0.3480248576666109	856
SLC10A7	0.3479648653682856	831
CASC3	0.34796065147969224	867
CTDSP2	0.3478088239533809	852
MAGT1	0.3477968269066425	789
GNAI3	0.34777202752160025	848
ARL8B	0.34749207089050366	780
ALKBH7	0.34731695759617137	858
PGAP2	0.34719203805613497	857
RCSD1	0.3470941438012188	902
QTRT1	0.34697606853332896	842
SRP9	0.3469183424228317	815
ENDOV	0.34691158890792917	824
C4orf3	0.34674602562198087	814
ATRAID	0.3466807553603203	775
FLG	0.3465627418586109	721
ALG2	0.3463071290304762	901
ADA2	0.3462766726208704	834
B3GAT3	0.3462671033322888	856
NABP1	0.34619952528042847	726
AKAP13	0.3460437037902319	911
GCLC	0.34599414572585196	907
LY6E	0.34592392555173074	803
MS4A7	0.345774063325018	795
BGN	0.3456998445562966	592
IMMP2L	0.34569520509554674	853
NUDT16	0.3456506761294585	849
MSI2	0.3456372383941167	811
CHCHD2	0.3456075797275671	837
HADHA	0.3454803310645364	831
RSRC2	0.3452873809406876	884
WDR82	0.3451967945702063	824
IGF1	0.3451546970098627	713
ATRX	0.345142704878564	818
COPA	0.34513330134867054	810
ARRB2	0.3450502703624971	818
UBE2D3	0.34504620792936275	857
CLIC4	0.3450158818293005	807
WNT10A	0.34489422327336416	568
RGL1	0.3445715129778916	613
SAMD9L	0.34453787790363505	732
UROD	0.3445201076658198	869
CUTA	0.3445184020440199	807
CLCC1	0.34442491834556416	870
POGZ	0.34437715249575723	809
UBE2V1	0.34423253101434637	842
TSPAN3	0.3441956769121522	764
CD2AP	0.34415919172690185	863
BAZ1B	0.3437579295437397	843
DMTF1	0.34335173266837726	846
BACH1	0.3433289963482565	880
TACC1	0.34312390738238496	854
MTCH1	0.3431105057389649	845
HEXA	0.34246723862862677	883
SLC39A11	0.3423910536038444	812
TCIRG1	0.3423769601402527	867
PCMTD2	0.342338159995628	835
DAP3	0.342130633855818	820
LAMTOR1	0.342004604188395	863
HDGF	0.34191992404596844	847
IRAK3	0.3415260055548264	811
BGLAP	0.34149712224386386	531
ERBIN	0.3413554019307805	826
SNX5	0.3412121232932579	811
SSBP3	0.3407941671528846	776
YKT6	0.34075795399559194	836
SLC25A6	0.3404676330685468	873
RAF1	0.34030181618113525	830
PHKB	0.3402641186755766	842
PLPP5	0.3401404228186366	824
ZNF410	0.3400762738108568	851
EPAS1	0.33941097680078103	716
BNIP3L	0.3392621299184114	772
DENND3	0.33913376834783154	803
SLC33A1	0.33899201767553155	841
CFL2	0.3386633016129423	697
VPS45	0.338651280110073	790
NDUFB6	0.3385539015409629	829
GOLT1B	0.33849975633544044	821
EIF2AK3	0.3383465098175474	700
LMO4	0.33828079113999737	796
CASP10	0.3380448515816714	765
SLC1A5	0.33797252410617606	739
AMFR	0.3379238407026168	804
CYHR1	0.33791529267905623	849
SEC22B	0.33789146751082466	868
MGAT2	0.3378792456793365	818
HMGB2	0.3377494132235607	842
MMP9	0.33770362114256164	646
MOGS	0.3375850667409793	918
PMVK	0.3375535190550119	755
TMED7	0.3374251622625651	833
C17orf49	0.33722366477190435	746
BRF1	0.3371686532605218	824
SAR1B	0.33708091635309056	822
SLC7A7	0.3369095648909854	809
FCHSD2	0.33677928870468227	787
AKR1A1	0.3367516971756365	846
PTPA	0.33669214837703737	767
EAF2	0.33656911985454263	860
NKG7	0.33654992502610154	761
H2AFJ	0.3365372154893085	684
ROMO1	0.33616950236442233	827
IDS	0.33607825293575194	761
VARS	0.33593000309642596	810
EIF1B	0.3357635008192119	883
PLPP3	0.335363098785659	853
RNF40	0.33535739462268843	873
SYTL1	0.3351335181151125	879
CCNDBP1	0.33504336376054367	912
SMAD2	0.3350296626680571	869
IL16	0.33475904361191616	822
ARAP1	0.33468125638354074	871
SMCHD1	0.3346422622346637	909
NCKAP1L	0.3345093340075441	818
TRNT1	0.3341110909088059	870
SCAMP5	0.33405649975166996	755
DNMT1	0.333968451473303	834
SLK	0.3334913525330729	785
NCOR1	0.3334186117864589	832
PRSS23	0.3331642084967615	733
BRD7	0.3330004247859897	841
TOR1AIP1	0.33292959825696417	769
PAK2	0.3329215680433826	781
M6PR	0.33283517063804474	828
CDC37	0.33271971650654747	796
HIPK3	0.33242276934186643	804
ARHGAP4	0.33241152645022504	898
ELMOD2	0.3323433824554128	803
GSDMD	0.3323192779515727	880
CREM	0.33204909961100715	780
EIF3J	0.3320340096239503	815
GPBP1L1	0.3317702860429947	826
SMARCA5	0.33166752718174386	808
E2F4	0.3316265081692239	828
MGA	0.33146402956642906	772
UBR4	0.3314020584983101	823
CSDE1	0.33095909035835047	764
USP34	0.3309025933460806	848
LRRK2	0.3308762727174247	799
RBM3	0.33086140111375606	874
NDUFAF3	0.3308398800039877	817
SCP2	0.33082795744241356	810
SMS	0.330740586164159	788
CLK1	0.3300795909043481	849
CHURC1	0.3300351909738821	827
PBRM1	0.3299145094337243	826
NCF4	0.32989651518408825	764
ZMIZ2	0.3297582833017797	732
CBR4	0.32940903637803093	862
BCL11A	0.32937997942731295	821
PPP1R9B	0.328927674820524	833
CPED1	0.32883104236918076	771
PICALM	0.3286380055275051	838
BET1L	0.3285591111926134	871
KLF3	0.32849685782254184	850
CHCHD1	0.3281867796819567	809
CELF2	0.3279515023743526	831
FAAP20	0.3279305332077278	785
CBFA2T2	0.32762849480038053	797
PDK4	0.32751115068882986	742
RIN3	0.32747610317759657	776
CNOT8	0.327264492697151	778
PABPC1L	0.3271369569342394	857
NDUFS2	0.3270919651678344	775
CXXC1	0.3269458843317439	844
MBTPS1	0.32688149975082165	813
FBN1	0.3268694931069937	680
DNAJA4	0.32660765868608377	776
CYB5R3	0.3264986415723158	739
NBPF20	0.3264643048836356	700
MAN1A1	0.326354901819627	796
PSMB8	0.3262054152927026	752
SLAMF7	0.3260832923863681	689
RAB6A	0.3260380163341707	780
PSMD9	0.3260261021120928	853
NUDC	0.3259740810082621	818
TOMM40	0.3259735614043626	844
TPGS1	0.32577332239232176	780
CDK2AP2	0.3257532739763087	845
CD180	0.3256089021520588	635
COPB1	0.3255035291794788	845
GPALPP1	0.32549195095385464	798
RASA1	0.32548414013111227	779
RAB5C	0.32541340978100586	795
RHOG	0.3250872023184318	775
TCERG1	0.32506053818838665	837
UBE2Q1	0.325037022224256	764
CTBP2	0.32490552836629144	792
TXNDC12	0.3249046356433376	829
PPM1B	0.3248153036063204	845
ADM	0.32475572994779023	824
TNIP1	0.324718541677648	787
GOLPH3	0.3247167363480442	826
ITPKB	0.3245756596924889	914
TMEM41B	0.32456319641977155	834
CPQ	0.32455888643949105	713
TUT4	0.3244385116397258	846
CALCOCO2	0.3244269366581152	803
YTHDC2	0.3243295704731292	881
TMEM140	0.3242129028473472	678
TMEM106C	0.3241982357559324	719
RABGAP1	0.3241910104156745	812
PRKG1	0.32404903720833556	726
PPP1CA	0.3240155421203618	794
NUP205	0.3239169061267082	802
ZNF568	0.3237673368994166	722
CD14	0.32375912431514525	690
KCNAB2	0.32349276923267584	789
SELENOS	0.3234869473753141	771
AIM2	0.32342734606644946	781
ARID4B	0.3233107102637319	791
CCDC91	0.3232079528531876	791
FOXP1	0.323061306941728	820
CCDC71L	0.32305219415562186	702
EIF4H	0.3229516371659997	819
POLDIP3	0.322775796912583	813
LUM	0.32266120359052247	577
FCAR	0.32248041313090386	750
EMC7	0.3224716678765218	746
CPNE1	0.3222800617754374	823
TBCB	0.3220425886478371	793
EPC2	0.321939615280974	861
FBXL12	0.32185526155776867	782
ARHGEF1	0.32182912245906914	864
VCAM1	0.3217935380766825	775
SLC25A24	0.32177288322654635	793
NEDD4L	0.3215595186179009	824
BAX	0.32155701191574	683
GLYCTK	0.3213884898429138	842
NGLY1	0.3213295473542216	795
UBE2QL1	0.32123165446425506	644
CEP350	0.32122306248935145	875
TM2D1	0.3211852282187791	777
ATP6V1F	0.3211108484428115	662
GADD45GIP1	0.32099382092352385	783
RAB8A	0.32095058788665426	756
SLC39A8	0.3208737337977232	738
PRPF40A	0.32079112321351116	851
ARHGDIA	0.32057545770811446	792
NRBF2	0.32049234314773856	783
ACBD3	0.3204567594487379	785
GADD45A	0.3203306570080337	762
HERC4	0.32032821719565036	810
GRB2	0.32029618430266626	816
TYMP	0.32013745429970086	678
SREBF2	0.3200769784116903	781
ZFP91	0.3198824414919724	792
PPIA	0.3198805236133664	683
CTSC	0.31977132579999706	844
STK17A	0.31969018099283875	674
ARHGAP27	0.3196373421640666	814
APH1A	0.31960090329571444	740
SYNE3	0.3195953454166176	695
UTP23	0.31955107562946017	778
TNS1	0.3195354708104136	704
SMARCB1	0.3192368879630646	776
MOB3A	0.31920972976434014	901
PPP1R35	0.319116338554452	796
ERLEC1	0.31909065733975883	766
USP4	0.31885705652641955	830
LY96	0.31880337001314457	682
FER	0.3187288479304081	809
CCNYL1	0.31866442028392356	864
MROH1	0.3184650837364409	847
DEF6	0.31810356355524055	788
ADRM1	0.3180971835853668	737
SMDT1	0.31775810929691034	815
LAX1	0.31765705794609717	768
ATF6B	0.3174830465016997	820
BMPR2	0.31746168612060316	726
FBXW2	0.31744648843431	826
MRNIP	0.31740449949185046	852
CCDC88C	0.31731596609227547	816
YWHAZ	0.31719595707289255	719
NIPBL	0.3171470219275352	787
BIRC6	0.31691457213491653	822
TNFRSF1A	0.3165982769358345	668
SLC38A1	0.31658807529032795	721
COX7A2	0.31653780048325686	800
SLFN11	0.31647171429025467	870
LRCH3	0.316402310070909	740
VPS28	0.3163473042665131	829
PPP1R18	0.31634135047479556	730
FAM174C	0.31633143148024234	790
POLR2H	0.31630629206100885	779
UBE3A	0.316298976904844	840
FNBP4	0.31629128126180955	874
DISC1	0.31628916210934344	718
ID2	0.31614409617624123	741
SCAMP2	0.31586456052606704	799
NPEPPS	0.31582889421029164	775
MEF2C	0.31582503783873705	782
XRN1	0.31573693781398626	825
APOL2	0.31561919897231316	752
TBL1XR1	0.3153500571135087	741
DHX9	0.3152669804578542	778
CASP8	0.3151952460847829	853
FRG2C	0.3151298689615423	682
FAM104B	0.3151173064864841	724
MEF2D	0.3149293264226541	708
PPM1A	0.3149017355807896	797
NAB1	0.3148845458038807	739
COL5A1	0.31450106243564524	579
ANXA5	0.3144870953111478	743
PTTG1IP	0.31448145852558446	790
INPP5B	0.3144455292323712	851
PSPC1	0.3144409259844367	849
CHPF	0.314337165129046	794
ATP6V1B2	0.3142629504712509	777
MXD4	0.31411231584834226	791
COL4A2	0.3140043648033059	603
IRF7	0.31397947612220045	752
POTEM	0.3138662420001723	673
PLEKHF2	0.31377192806520604	822
SART3	0.313761164694352	786
SRRM1	0.3136170643968581	824
ANKZF1	0.31361273348932056	836
PTGES2	0.3135153566773662	818
TOMM20	0.3134379390189675	743
DBNL	0.313377496948312	871
AIMP1	0.3133671308182172	811
ACAA1	0.3131830777599707	800
CCNQ	0.3131322477629238	718
IFNGR2	0.3131281896622928	787
CD28	0.3130329078757803	592
ZMAT2	0.3126315462816835	761
TBC1D2B	0.31261197754874515	733
RHOC	0.3126049876978584	716
CEBPB	0.31225127259526025	743
CCND2	0.31221228603376244	595
SRRT	0.3116783894378282	779
MME	0.311629474742093	614
FGD2	0.31160916583505743	791
S100PBP	0.3116023197400875	812
IRF1	0.31145616078470983	727
ACSS1	0.31140353586535474	840
TYK2	0.31139449131252184	879
INTS8	0.3113512453224125	783
SLBP	0.3112434058137895	714
ZC3H15	0.31111774715052226	796
BCAR1	0.3110417519458059	738
SPEN	0.3110345065842929	788
LRRN1	0.31098436389773443	656
PGPEP1	0.3109525710092802	777
NXF1	0.3109525426358578	827
ANKRD10	0.3106733799579041	853
DCTN1	0.31054254777955675	761
SLC7A6	0.31048187785531345	777
SELL	0.3104342285251739	781
KANSL1	0.31037609222667917	839
EXD3	0.3100440453160829	678
COX14	0.3098698230410817	709
DAP	0.3098661190811765	719
ABRACL	0.3097961450524796	797
ACTN4	0.30947089061929656	771
SEC23B	0.3093381601601234	771
TNKS	0.30916187817793717	779
RASSF6	0.3091461911938505	653
HSP90AB1	0.3091335515946888	648
DYNLL2	0.3088376614955524	727
PELI1	0.30873022165863134	605
CFD	0.30867819167037874	686
ATP6V0E1	0.3086595780135778	671
ANK1	0.30861011007805295	764
STIM1	0.3085723822686139	815
NENF	0.30855220344192535	683
PON2	0.30830847817535795	784
CCL4	0.3082775743698169	522
TIMM10B	0.30821100463009665	845
WHRN	0.30797561253374295	746
MRS2	0.30791520485178814	781
USP25	0.30774510676367917	768
IKZF3	0.30771407125044914	770
PRKCB	0.30750508920243347	814
ATP5F1D	0.30744213093642536	753
H1F0	0.30742969519497565	841
CCDC12	0.30726046419885045	775
FXYD6	0.30715788106921355	748
FUT4	0.30714272587841446	768
MAST4	0.30693201778573637	796
TLK1	0.30684742754687183	782
IGFLR1	0.3068217626585331	721
PHF3	0.3067475890062263	774
DENND4A	0.306743459578205	766
ZYX	0.30664114609455145	728
PPP1R12C	0.3066070965003497	801
HNRNPDL	0.30655863378838255	785
THAP12	0.30651386315626783	757
ZMYND8	0.30649694883648126	817
TIAL1	0.30641476964275244	812
ECE1	0.30638224889790555	764
KAT6A	0.3063787986999786	824
EXOSC6	0.3063024847374931	764
SEM1	0.30619992673849267	713
SNX14	0.3061247292825183	743
TERF2IP	0.3060557410618804	762
RHOT2	0.3060333808132479	795
ENSA	0.3059510085936859	757
IFNGR1	0.30578281044626676	706
EPM2AIP1	0.3057790464609001	809
CREBRF	0.3054427777155688	772
EFCAB14	0.3054340049073256	727
CHD7	0.30521467905805294	794
CMTM3	0.3051479952707806	709
TM2D3	0.30498460208079753	739
TAX1BP1	0.30495431086089664	769
STAT6	0.3049506103593975	740
CERCAM	0.30489552822987415	765
RUNX1	0.3046409558276578	718
MFAP3L	0.3044899450143618	667
DDX46	0.30437028409876016	769
SORT1	0.30420135165308126	637
CCDC88B	0.30419932553228607	796
GATAD2B	0.30407575130476033	791
PSMD3	0.30405825013396487	783
KIAA0100	0.3039739670073046	808
KLHDC2	0.303902455242911	776
SCAF1	0.3037792621365222	768
YAF2	0.30370501005314454	777
KMT2D	0.30367595325247587	766
WIZ	0.3036455691130407	787
ZNF358	0.3036279578187423	775
INF2	0.3034907026470158	747
EPB41	0.30347471490866973	768
TNK2	0.3034410518906948	834
AP1B1	0.3034283335726003	795
AK4	0.30338705408964917	637
KCNH2	0.3032273387280321	764
TIMM13	0.3028984557877567	755
MAP3K5	0.3028276181130921	659
TRIM36	0.30278644410117195	691
BAZ2B	0.302772556109534	814
CUL1	0.3025154750930944	715
FAM126A	0.3024800596702916	664
AGO3	0.30237081025997664	704
FBH1	0.30235983104859243	838
ATOX1	0.3023499213220922	683
CCNL1	0.30221826055265405	770
USP6NL	0.3022043577378166	804
PIEZO1	0.3021482825127823	701
PURB	0.301939092027629	744
TMEM250	0.3019272916409549	710
CLPTM1	0.3018921808764837	710
PLEC	0.3017536293342905	726
KMT5B	0.30170575248589243	794
SLC44A2	0.3016398273910583	750
NCBP2	0.30158043865783546	808
TRAPPC9	0.3015494933403739	779
PARVG	0.30146745808346714	746
EMC10	0.30138382569875477	741
MLLT6	0.3009897602478739	788
MLLT3	0.3009755241460066	760
MTLN	0.30094541768551136	718
SLF2	0.300903786693389	793
SCAND1	0.3008566730395203	759
MOCS2	0.3008378109134319	678
NCOR2	0.30083248205834695	788
SSRP1	0.3007882047826595	727
OTUD5	0.30077743468045504	764
EXOC4	0.30071559460629854	835
TXNDC15	0.30065864588773916	708
DDRGK1	0.3004274950776837	757
CCDC124	0.30032871709658354	756
CD24	0.30006510171887024	728
NUCKS1	0.30003726958874755	670
PCNX4	0.3000286320615047	729
C2orf68	0.3000005579057755	831
KLHL5	0.299979929354685	703
BASP1	0.29996438623610494	655
AFF1	0.29995276109916214	745
AMPD1	0.29992794972997466	676
SIL1	0.2998794705970428	788
PSENEN	0.2998481151871641	748
HP1BP3	0.2996504855758921	787
MAP3K1	0.2995863231252682	776
OAZ2	0.2995796184376382	747
STX2	0.2994678505144133	684
DCAF7	0.29946688806297794	737
CTDNEP1	0.29928833915837316	745
RBM26	0.29926513777063596	773
NARF	0.29924365758846105	796
ATP6V1A	0.2991775320063813	784
KXD1	0.2991388396293744	749
SELENOK	0.2990916845516177	745
DHFR	0.29903903073596055	730
STK11	0.2990131565560712	772
TMEM147	0.2989915924593979	661
KRT8	0.2989751301258997	719
OPTN	0.29893129702963683	670
ENO1	0.2989247555620363	712
UBB	0.2988312186812806	609
NNMT	0.2987990489399745	624
ATXN7L1	0.29874546001888913	717
BMI1	0.2986500218739249	773
CAND1	0.29864994323926725	734
ASNSD1	0.29856718837339463	746
CUL4A	0.29850703674825657	759
MIER1	0.29834099209038994	755
MAPK1	0.29827871440061776	729
RBM39	0.29823699059753717	804
ATXN7L3B	0.2979762703800073	747
PHC3	0.2977768257681138	787
ATM	0.29776156366433293	844
POLDIP2	0.2975525846864794	761
SUCO	0.2974464259720798	731
PPP3CC	0.2974357620345197	822
DLG2	0.2973794177011851	723
SPPL2B	0.29734785443969525	804
ZSCAN2	0.2972057925717703	706
RAVER1	0.29720139054479716	774
USP3	0.2972007389775522	808
RBM43	0.29715859722377946	724
CLK3	0.2971110264914626	743
INPP4A	0.2970986846529415	775
PIKFYVE	0.2968728381608934	788
PGD	0.2967561020925092	702
TRAK2	0.29664366664915126	697
TTC14	0.2966411897341207	772
NCSTN	0.2964833446461313	743
GBGT1	0.2963360514221524	699
CENPM	0.29623306836806984	792
HDAC7	0.296197288930787	837
PRPF39	0.29618630535120233	732
ECHS1	0.29615949923256224	725
AKAP17A	0.29609669330129545	872
STARD3	0.29606360518018254	812
PPP6R2	0.2960461125417142	789
JDP2	0.29601440793752426	715
C1QC	0.2959713269882745	619
POLR2E	0.2956964281888717	719
CPNE5	0.2956814746471197	781
FNIP1	0.2956168476502766	736
FAM207A	0.2955210706412107	702
TMEM219	0.29549673604113597	724
RGS13	0.2954570667703868	513
ADAM10	0.29536273126663426	737
NUDT21	0.2953440575083995	746
RAP1A	0.2952186787643843	692
PACS1	0.29517131093614923	634
GOPC	0.29510245707106647	756
AZGP1	0.2950412376738124	511
PLCG2	0.29496056965128536	699
UGCG	0.29485155647856576	790
TRAPPC4	0.29479390131249683	794
SLA	0.2946364622821281	711
DAPK1	0.29458391079682783	728
DUS1L	0.2943462895193828	770
DYM	0.2942552910682369	796
NOP16	0.2940928693540652	758
PLEKHJ1	0.29401787062237594	726
STX10	0.2938802872871907	728
TIMP3	0.293639560600001	586
TERF1	0.2936258561299882	664
SUDS3	0.29361500679987435	752
ADORA1	0.29347929322794913	636
CAB39	0.2933885759077908	634
SLC25A16	0.29322780139299076	737
MSRA	0.29316817991490157	831
SENP6	0.29313650047435347	745
GMFG	0.2929081140728612	647
RALGPS2	0.29280957971499155	673
IMPAD1	0.2927829472080301	695
NLRP1	0.29269499330411247	774
CNPY3	0.2924986958892315	735
TUBA4A	0.2923469629776475	817
TMEM165	0.29230278112488045	672
LARS	0.2922545244427828	773
QARS	0.2921132534274186	789
LRCH4	0.29199910310187327	774
USP32	0.29190435063460873	805
RRM2	0.29188194174002285	687
ATP6V0B	0.29188170723282386	706
ZNF263	0.29183344914695575	749
POGK	0.2918169485099454	698
UBTF	0.2917745340263157	779
DLG1	0.2917363938743327	753
GBA2	0.2917248569518896	805
WDR20	0.2916476975064573	746
ZNF638	0.29158714743878544	785
PRPF4B	0.29149435983618743	792
FNBP1	0.29140217574181315	747
PHF20L1	0.29136730687849804	809
ZNF544	0.2913651928002968	754
DTNA	0.2913537181160599	636
NDFIP1	0.2912728957400677	700
PNRC2	0.29108982138312944	795
RNF103	0.2910652661811962	731
PLEKHM2	0.29097870186982944	683
MPHOSPH8	0.29088573166544357	750
ARMC8	0.2908554128590016	794
CNST	0.2907829144672062	691
AZIN1	0.29074754520999124	743
ACTR1A	0.29071440057183257	704
TRAK1	0.2906638420444583	725
NSMCE4A	0.2906206699543316	772
RNF213	0.29038742503285253	746
DNAJA2	0.29032172896943426	743
JMJD1C	0.2902649728971401	804
TPR	0.29021420597675557	761
PPCS	0.29017947914346676	714
GLUD1	0.29011583127290475	697
VASP	0.29002586816380693	741
MAP3K11	0.2899360331054686	759
TMF1	0.2896476789285761	789
RC3H2	0.28964092112832784	780
CYBB	0.2895735736992142	831
ANAPC2	0.28949912919750304	806
CISD2	0.28942483888383597	722
RNF126	0.2894207882417016	702
HSPA5	0.2893910670997132	602
COPB2	0.28933428121981725	787
NMNAT3	0.2890791715847249	686
EXT1	0.28905122732192956	704
NHLRC2	0.28894764193210715	707
MBD4	0.28893377312843926	777
ACIN1	0.2889185118889581	737
RCOR3	0.2889010730223622	728
KPNA1	0.2888700921509279	725
ZFAND3	0.28879248612469466	735
GUCD1	0.2887726920456542	701
CYC1	0.2887047657424145	743
YPEL5	0.2886562683377593	738
UQCR10	0.2886270651200073	742
SELENOM	0.2885212387473842	713
SEPTIN7	0.28848654905420523	636
GSAP	0.2884563694266059	714
DDX39A	0.2884105708261109	758
PMP22	0.28840068014208975	637
COL4A1	0.28837896081220993	568
DCTN3	0.2883556079457648	691
ZFR	0.28830995569381707	676
ETV6	0.2882310644320039	643
MTG1	0.2881311401968591	793
AGGF1	0.2881154998757581	757
ESYT2	0.28799238503434627	693
LRRC59	0.2878965340004729	746
KDM5C	0.28787048222338735	796
SMPD4	0.28784127923983605	794
VMP1	0.2877108138268784	640
DYRK1A	0.2877103618095404	726
TRMT1	0.28769978448488587	780
ZNF316	0.28768164074472913	770
AP4B1	0.2876401285261614	750
GFOD1	0.287613422158368	720
WDFY2	0.28732334671529924	746
SRCAP	0.2872873054151361	760
RCL1	0.28715209663700386	720
ELAC2	0.2870315986674371	707
CORO1C	0.2870233911408108	696
EXOSC3	0.2869448354340488	712
ZBTB1	0.2867304337336262	724
NRBP1	0.2866416128690102	710
MYEF2	0.2865931401942198	671
PAXX	0.2864924816804977	766
ECPAS	0.2864133702199411	748
KDM7A	0.2863263365554938	668
NPHP3	0.28628945459484134	773
STX7	0.2862434530095052	734
ALKBH5	0.28613873468986023	716
SYMPK	0.2861358729811163	767
ZBTB16	0.2860074515948402	791
JAK2	0.28592439907179307	736
ODF3B	0.2859033802729234	654
LMNB2	0.2858546454677313	666
TMEM170A	0.2856882204270211	723
SECISBP2	0.28568738602776583	770
MTA1	0.2856530201080875	782
PFDN2	0.2855177864721169	674
RB1CC1	0.2853933484988129	753
PEX13	0.2853415173243828	717
FAM219B	0.28523282745265977	698
OGDH	0.2852102401173313	763
GNAI2	0.2850665204078528	628
HAUS3	0.28495388389822085	750
WDR6	0.28486039291931486	810
IFI27L2	0.284720734704043	565
LEPR	0.28465061323571905	684
CARMIL1	0.28453633764762454	756
ATP6V1E1	0.2843953838515552	704
LONP2	0.2843610877154435	737
MPDU1	0.284314986097554	734
TENT4A	0.28431081156153876	751
PPOX	0.2842845531153128	747
MYD88	0.2842640453341923	700
UMAD1	0.2841478112802112	741
REPIN1	0.2840778824563306	704
ORMDL3	0.28403931084658735	730
NDUFB10	0.2839542117397464	714
CSTF2T	0.283951429879519	750
TSN	0.2839333609838635	732
CRLF3	0.2838989516608924	767
PIP5K1A	0.2838065222894131	723
BMPR1A	0.28367684618786343	653
LMO2	0.2832888727496178	692
PFN2	0.28321881908794533	662
ARPC5L	0.2830581709722624	784
ARF5	0.2830513980138686	648
CDIPT	0.28299969062652086	715
GIT2	0.2829165070823597	747
SIAH2	0.2829083913560718	695
ARF1	0.2826099050197801	683
STUB1	0.2825919645147611	709
ATP5PD	0.2823991803049148	703
PLEKHA5	0.2823553092795744	592
TLN1	0.2822295440917472	740
P4HA1	0.2822253071343336	750
